height, code, distance, val, role, tonnes
35,T*ZT[7]JTG, 23.628,Cold,Salesman,5239
37,P*VD[0]ZKJ, 65.426,Hot,Plumber,8943
42,B*EJ[9]MHN, 39.900,Hot,Co-ordinator,6672
50,I*WC[3]CZS, 56.475,Cold,Salesman,3413
51,O*OB[5]AZC, 99.770,Cold,Director,9352
49,K*TG[3]YYO, 45.652,Hot,Director,11901
40,F*QP[0]EWZ, 74.592,Cold,Driver,11462
50,S*ZD[8]HFO, 80.578,Cold,Plumber,2242
30,E*KD[6]XOS, 21.453,Cold,Programmer,8225
8,V*XH[8]KCE, 71.827,Cold,Leader,6425
42,D*NY[7]RGN, 42.188,Hot,Director,10198
51,R*PB[1]IWP, 85.598,Cold,PA,11682
19,H*JQ[1]NLH, 54.788,Cold,Cleaner,8631
47,T*QQ[1]CMB, 72.691,Cold,Tester,10363
43,Z*W7[7]FOR, 58.447,Cold,Director,9501
29,N*DS[6]PXS, 76.440,Cold,Storeman,10661
45,M*IG[4]LRQ, 47.983,Cold,Plumber,10876
50,Y*AT[3]TZL, 83.335,Hot,Labourer,11045
39,U*QO[0]EHD,108.974,Cold,Director,10554
51,L*HB[2]SXJ, 28.337,Cold,Director,11654
39,H*VH[5]OEO, 13.354,Hot,PA,11390
53,G*HO[7]SET, 14.667,Cold,Labourer,8754
45,I*OQ[3]PBV, 12.966,Cold,Secretary,3301
41,S*IS[5]PIA, 67.475,Hot,Director,8103
22,Y*CR[9]POS,  5.014,Cold,PA,6139
50,Y*NP[6]CUQ, 47.477,Cold,Director,10937
45,E*EH[1]IGU,110.161,Cold,Developer,9666
47,Z*GV[2]AHS, 56.395,Hot,Director,8012
23,Z*CW[9]ZMK, 93.344,Cold,Director,9840
21,7*UB[9]UEI, 14.566,Hot,Salesman,7639
54,U*KH[0]OHM, 86.767,Hot,Leader,8220
10,B*GQ[7]BEW, 12.707,Hot,PA,10497
47,Q*OP[8]IUM, 96.330,Cold,Programmer,925
42,P*ZZ[4]TGD, 89.385,Cold,Developer,5597
47,O*MG[2]XGV, 47.417,Hot,Tester,9157
21,V*BB[5]UIH, 34.263,Cold,Cleaner,1687
50,A*JB[5]KXQ, 46.635,Hot,Plumber,7872
27,J*DJ[7]XFP,105.919,Cold,Electrician,8713
8,Z*HH[5]XNB, 11.250,Hot,Storeman,11449
50,B*YW[2]OUL, 59.040,Cold,Co-ordinator,9184
54,S*HX[6]ZYS,104.175,Hot,PA,8110
40,R*TN[6]HIS, 64.231,Cold,Manager,8986
52,O*PO[2]IVU, 46.731,Cold,Cleaner,11740
41,W*BM[2]VYC, 80.013,Hot,Electrician,8985
32,J*IM[0]IHT,118.597,Cold,Developer,9688
18,]*UR[1]OIY, 89.414,Cold,Storeman,9873
31,G*AR[6]MHH, 79.566,Hot,Electrician,10095
40,N*WH[2]QET, 24.056,Cold,Cleaner,8078
8,J*BR[8]ZXN, 64.069,Cold,Secretary,4484
48,T*UE[9]WAB, 43.581,Cold,Developer,10428
38,A*XO[2]BQU,105.154,Cold,PA,10975
40,Q*PG[9]OMR,  3.420,Cold,Secretary,7956
32,O*VT[7]PMU, 46.107,Cold,Accountant,10005
39,K*XQ[8]ZCJ, 25.413,Cold,Storeman,8388
41,P*RG[2]USW, 56.583,Cold,Director,7730
41,S*JE[9]PRT, 59.670,Cold,Electrician,8833
41,E*VU%[8]EMS, 24.387,Hot,Salesman,8431
27,K*NF[5]DAK, 91.718,Cold,PA,11472
44,J*PX[7]IEZ, 78.744,Cold,Cleaner,5647
52,Z*LX[8]BUZ, 41.351,Hot,Director,7787
43,Y*SO[8]OTE,  9.715,Cold,Tester,8925
42,Y*KE[2]PTH,108.104,Hot,Tester,9572
33,D*EX[5]DOS, 46.522,Cold,Labourer,10016
40,R*CV[5]BZH, 88.319,Hot,Leader,9050
7,T*FP[2]RZA,100.438,Cold,Cleaner,8290
39,D*MU[7]BXQ, 42.778,Cold,Co-ordinator,11424
34,J*ME[2]TQV,114.020,Hot,Director,2531
32,O*Mu[7]HES,114.448,Cold,Cleaner,3603
11,W*LK[0]BBY, 11.943,Hot,Manager,11611
49,F*RU[1]JYS, 85.048,Hot,PA,6012
17,T*IJ[1]CYY,109.527,Cold,Electrician,11164
43,B*FL[8]TZC,105.498,Cold,Leader,9433
54,S*SV[1]JTE, 76.572,Hot,Labourer,11004
25,K*RB[1]PWX, 11.924,Cold,Tester,8093
42,D*BO[8]VLD,109.056,Cold,Salesman,10086
48,L*AE[8]MKG, 82.439,Hot,Cleaner,9286
49,V*WV[8]CKU, 47.394,Hot,Tester,1132
41,N*GS[4]NOF, 43.973,Cold,Plumber,11163
47,Q*QC[9]AKH, 14.583,Cold,Accountant,7690
11,E*ND[7]NRO, 54.950,Hot,Director,11361
44,N*KC[1]ZMU, 56.563,Hot,Director,8706
45,Z*GV[1]WDB, 48.151,Hot,Labourer,9586
33,E*DB[0]CVY, 40.795,Cold,Director,10798
15,S*UI[0]FRU, 85.500,Cold,Electrician,10660
47,T*QX[3]VLX, 68.462,Cold,Labourer,11937
54,C*HG[8]JCQ, 16.085,Cold,Director,11098
44,C*KV[9]KDP, 99.038,Cold,Director,8451
42,P*HS[8]KLJ,108.393,Cold,Plumber,11294
43,K*WH~[4]WYH, 52.198,Cold,Plumber,9523
42,B*OE[1]AWI, 54.912,Cold,Manager,8177
39,P*DA[2]ACA, 44.378,Cold,Developer,1653
43,G*TU[4]MNY,100.275,Cold,Designer,5991
42,K*RZ[5]CWM, 46.595,Cold,Cleaner,9728
35,E*RJ[8]OYR, 54.827,Hot,Tester,3929
48,B*WS[3]PHM, 97.343,Cold,Electrician,11771
45,S*XZ[2]PRX, 61.428,Hot,Labourer,7400
44,J*DM[3]EYP,104.667,Hot,Labourer,7982
48,O*RO[3]QXK, 13.166,Hot,Director,9204
33,G*DP[6]QDK, 50.821,Cold,Co-ordinator,11290
40,F*JR[9]BZP, 83.056,Hot,Programmer,11149
54,b*WX[3]CKK, 87.353,Cold,Plumber,9530
40,H*UI[4]AUA, 17.303,Cold,PA,10841
20,A*PD[9]JVJ,  3.693,Cold,Developer,1698
48,G*RQ[9]QGP, 47.560,Hot,Tester,4200
53,X*DI[6]GYF, 64.965,Hot,Tester,5296
44,Q*UB[8]ETS, 34.416,Hot,Labourer,11460
41,W*EG[8]ALC, 64.974,Cold,Plumber,11766
47,K*ST[7]PYW, 93.806,Hot,PA,7540
50,J*FL[9]HYQ, 89.913,Cold,Plumber,8658
41,B*VC[1]IJG, 64.638,Cold,Driver,10400
50,X*LL[9]AGE, 17.697,Cold,Labourer,9326
50,W*FV2]GWP, 51.260,Cold,Storeman,10220
39,I*UD[5]LVV, 26.028,Cold,Plumber,9087
54,T*XJ[6]HQD, 10.310,Cold,Tester,2385
49,U*PU[9]VEF, 52.426,Hot,Cleaner,3774
17,H*TI[4]AZQ,110.039,Cold,Tester,7474
6,J*LC[g]PXT, 80.051,Cold,Labourer,9046
41,Y*HH[4]SYR, 79.139,Cold,Labourer,11018
8,Q*CH[3]UXQ,111.117,Cold,Cleaner,9428
50,P*DI[5]HKF, 19.664,Cold,Secretary,10264
40,F*CS[84EBC, 82.765,Cold,Co-ordinator,1807
41,W*NO[3]YSL, 50.679,Cold,Labourer,8220
54,R*EY[1]JEX,105.503,Cold,Secretary,3189
33,B*AY[1]CWB, 97.886,Cold,Tester,49
41,J*GZ[0]QMP, 34.746,Hot,Tester,4251
48,M*BX[4]OJR,106.265,Hot,Labourer,10313
50,F*HL[9]W[ZM, 38.181,Cold,Plumber,10893
30,X*LM[5]TUR, 19.645,Cold,Cleaner,8994
41,Q*FW[0]WIO, 22.354,Cold,Programmer,10150
43,S*LI[2]EOR,112.629,Cold,Director,9318
44,S*HN[0]FAI,111.445,Cold,Director,1639
27,M*KJ[3YODU, 50.550,Cold,Electrician,2153
39,D*ZG[1]MYG,  8.626,Cold,Plumber,9646
52,V*LL[8]WJU, 68.104,Cold,Director,8940
8,X*KA[7]#SK, 57.207,Hot,Programmer,4244
42,A*MC[6]CNE, 68.794,Cold,Tester,695
33,Z*EK[*]FNH, 33.673,Cold,Leader,11502
53,I*VE[3]KWL,  3.446,Cold,Plumber,11993
44,E*AQ[4]HCL,117.909,Hot,Cleaner,9865
49,Z*PH[7]5ZZ,119.318,Cold,Tester,11784
40,O*WZ[s]QFA, 64.895,Hot,Secretary,8746
47,O*CL[7]IIA, 58.116,Hot,Manager,8095
17,S*US[8]YRL, 82.561,Hot,Co-ordinator,8272
42,D*LX[7]TAW, 97.762,Cold,Salesman,10765
45,J*TJ[5]HEQ,104.481,Hot,Co-ordinator,10820
31,Y*CY[8]DYB, 37.135,Cold,Labourer,11607
43,Y*TB[1dYIQ, 96.244,Cold,Salesman,3829
40,G*EL[0]EGR, 40.954,Hot,Cleaner,6654
43,I*NB[2]YSA, 25.186,Cold,Manager,6101
52,O*XP[28]IJE, 12.840,Cold,Accountant,11173
34,I*AZ[2]QOL, 70.307,Cold,Driver,11396
24,A*DC[6]QRF, 77.323,Cold,Cleaner,11011
38,A*EG[0]HJS, 40.681,Cold,Director,9139
50,K*GM[7]ALT,108.632,Cold,Cleaner,10115
48,Z*NJ[5]FYH, 67.882,Cold,Co-ordinator,11289
53,U*JW[4]KCS, 36.016,Cold,Director,9861
47,P*HE[7]IRS, 40.244,Cold,Labourer,8443
47,A*SA[0]LBY, 70.398,Hot,Labourer,8123
42,Q*OL[4]UZW, 57.242,Cold,Programmer,8866
44,Z*WF[2]LLF, 15.054,Hot,Developer,7931
41,T*II[6]YBI, 14.759,Cold,Driver,9947
44,X*YG[9]TAJ, 41.410,Cold,Designer,8560
46,B*SL[8]BTH,115.144,Cold,Salesman,1737
52,Y*AD[2]CBS,  8.341,Hot,Driver,8139
43,P*CJ[7]OXT,  9.854,Hot,Leader,9831
49,T*DZ[3]SSR, 97.944,Cold,Electrician,3887
52,R*XO[2]SRS, 48.644,Cold,Manager,10987
35,M*HC[8]XSK, 48.729,Cold,Co-ordinator,10460
43,H*KF[4]SXH, 25.775,Cold,Cleaner,9739
54,M*YX[3]RAB,  3.249,Hot,Plumber,11732
13,Y*HG[7]OAA,105.436,Cold,Secretary,10459
31,N*RM[9]XWE, 85.859,Cold,Electrician,8714
16,I*HT[7]HCV, 44.909,Cold,Labourer,4911
50,D*XI[9]MPJ, 74.178,Cold,Cleaner,8107
19,E*QW[4]G1Q, 84.022,Hot,Director,10996
49,J*KT[6]FSV, 53.465,Cold,Secretary,7465
46,L*KK[5]YGF, 59.104,Cold,Labourer,11913
41,U*OB[4]ZFZ, 35.121,Hot,Director,770
36,C*OA[0]FEF, 51.769,Hot,Tester,10929
37,T*ZO52]TYN, 82.210,Hot,Co-ordinator,1427
43,Y*VG[7]TDB, 13.137,Cold,Storeman,10805
48,U*PcT[9]BWR,  4.493,Cold,Labourer,902
51,T6TO[2]DZA, 95.773,Cold,Plumber,9974
47,S*QV[8]INN, 54.621,Hot,Director,8868
53,N*TL[4]MQJ, 58.152,Hot,Developer,3080
39,G*GB[3]XAZ,110.811,Hot,Electrician,4223
34,H*PJ[3]AIX,100.218,Hot,Developer,7980
52,M*TU[1]WQZ, 76.762,Hot,Director,11613
31,U*N7[0]CXK, 15.477,Hot,Director,74
49,N*ED[1]IPQ, 31.296,Cold,Plumber,358
52,U*JS[9JNTX, 20.686,Hot,Designer,11634
18,Q*CP[1]IDQ, 46.052,Hot,Salesman,9768
54,S*NN[2]IMM, 20.343,Cold,Programmer,9929
52,Y*KN[0hUFW, 44.821,Hot,Electrician,9341
27,V*TW[2]YVE, 38.069,Cold,Director,4596
52,K*JZ[1]SRB, 95.302,Hot,Director,6086
50,I*OC[5]FVP, 71.579,Cold,Cleaner,6124
47,Z*VG[1]YQV, 84.296,Hot,Plumber,6448
42,P*ND[6]FFH,115.146,Hot,Leader,746
42,B*KI[4]LGV, 36.458,Hot,Co-ordinator,2066
52,P*MX[4]MQI, 41.211,Hot,Director,4852
16,T*NW[5]DPS, 38.443,Cold,Driver,9598
47,V*EN[9]QLN, 53.247,Hot,Cleaner,7245
18,T*PJ[7]DPE, 64.279,Hot,Developer,2479
17,J*AX[9]QJU, 39.351,Hot,Director,1762
47,H*YE[8]KTE, 29.332,Cold,Manager,11263
6,Z*TD[2]SPN, 11.170,Cold,Plumber,3605
47,Q*OE[9]JWS, 56.871,Hot,Leader,9132
39,Q*JX[9]UQL, 20.716,Cold,Secretary,11102
7,N*ZF[8]DSL,  8.173,Hot,Plumber,5436
45,Z*JE[4]XYZ, 15.759,Cold,Developer,8102
25,P*BO[8]GK,  3.183,Cold,Cleaner,2128
28,N*AA[0]AYN, 16.645,Cold,Cleaner,6019
49,X*GV[8]ECG, 93.228,Cold,Manager,3338
44,T*HK[3]RTY, 37.587,Hot,Director,9800
26,N*PE[O]PDL, 21.470,Cold,PA,5791
24,S*OF[5]S7W, 38.078,Cold,Co-ordinator,6032
54,I*MM[9]XWT, 68.219,Cold,Labourer,8015
50,G*JI[2]IAM, 44.341,Cold,Cleaner,9398
41,I*TV[3RSGI, 77.387,Hot,Accountant,1254
46,I*TV[0]XXI,102.509,Cold,Director,3342
42,J*AS[8]KBC, 47.824,Hot,Co-ordinator,9994
27,T4*UQ[4]NDW,111.503,Hot,Storeman,10476
23,C*NP[5]WPJ, 94.292,Cold,Cleaner,9730
15,Y*CK[9]ZPA, 13.316,Cold,Labourer,6618
39,M*KE[4]LVQ, 96.609,Hot,Tester,7866
43,N*MH[2]LKP, 84.211,Cold,Co-ordinator,11720
51,B*UJ[4]EUA, 24.173,Hot,Driver,8850
45,V*QV[5]R3K, 12.228,Hot,Storeman,10343
54,N*UA[9]EFX, 40.721,Hot,Programmer,11600
11,P*FR[4]BFW, 70.066,Cold,Developer,2655
16,H*FZ[9]NRY, 45.739,Hot,Co-ordinator,654
17,R*UA[4]ACI, 88.721,Cold,Plumber,8824
23,WU*AK[6]MTS, 50.904,Cold,Co-ordinator,11451
48,T*EO[1]TRA,  8.345,Cold,Co-ordinator,6432
45,Z*MB[2]JLX, 26.922,Cold,Labourer,8712
51,I*JR[1]D*G, 57.273,Hot,Storeman,9588
26,P*YY[3]PRK, 73.816,Hot,Driver,11700
43,S*Gc[6]SAR, 63.032,Cold,Director,9065
39,R*LO[1]YKM, 95.878,Cold,Developer,7934
12,C*P#[9]GXA, 85.314,Hot,Co-ordinator,11115
51,P*GJ[3]DIP, 26.202,Hot,Cleaner,1503
11,M*JT[7]QUV, 64.382,Cold,Cleaner,11370
44,K*KF[3]YBS, 82.081,Cold,Director,1582
49,O*LB[6]MSS,  6.986,Cold,Director,191
23,W*KF[5]QXB, 51.810,Cold,Manager,11078
6,V*UZ[7]CDF,107.646,Cold,Secretary,1960
51,Z*%MX[7]PQU, 98.833,Cold,Programmer,10710
35,A*QX[3]JQZ, 84.013,Hot,Co-ordinator,8195
45,Z*BR[8]TMU,107.432,Hot,Manager,7652
47,F*SP[8]PAV,107.200,Cold,Labourer,9578
43,S*SR[0]NLI, 83.405,Hot,Programmer,11079
47,D*SW[3]QEA, 13.403,Hot,Manager,11483
46,W*CH[6]MKE, 76.689,Hot,Cleaner,2031
51,C*UD[0]JVH, 69.017,Cold,Tester,2275
51,W*WX[2]UBT, 77.543,Cold,Cleaner,11981
9,R*EO[8]QTL,109.695,Cold,Manager,8472
32,L*IM[8]GOB, 35.931,Cold,Programmer,9271
26,L*IH[3]UFA,  3.032,Hot,Leader,11639
53,C*BR[0]RJW, 86.449,Hot,Plumber,7780
48,D*ID[8]KHZ, 36.042,Hot,Labourer,148
41,O*BJ[9]AQP,  3.159,Hot,Programmer,4922
48,JIC[3]PMR, 94.714,Cold,Secretary,11167
6,P*IN[8]ESC,119.728,Hot,Cleaner,6231
22,R*VK[3]NAX, 16.089,Cold,Plumber,747
12,J*LE[3]YXO, 76.632,Hot,Driver,10537
51,C*BB[6]FXA,119.125,Cold,Cleaner,9171
41,T*OH[6]MYE, 14.824,Hot,Director,769
43,Y*DV[5]QCH, 14.112,Cold,PA,10781
24,Y*XC[4]NBB, 17.000,Cold,Developer,237
52,J*EQ[2]JHO, 97.747,Hot,Cleaner,5523
7,U*WR[3]HIH,100.708,Hot,Director,8976
54,M*ME[1]RTA, 12.882,Cold,Designer,5458
17,E*TN[4]UWA,101.048,Cold,PA,10428
48,U*MF[3]KLE,114.643,Cold,Storeman,8551
22,U*QH[9]RHV, 72.318,Hot,Manager,8993
44,R*AS[0]L~Z, 81.681,Cold,Labourer,9272
19,X*CJ[8]OVL, 40.377,Cold,Director,9723
48,P*EO[0]XUV, 52.841,Hot,Director,7573
40,K*LS[7]TCW,106.872,Cold,Leader,9251
52,Y*YG[8]RFB,100.774,Cold,Manager,11709
46,)Z*VK[6]CGH,102.412,Cold,Plumber,7315
46,V*RH[90]YSL, 38.529,Hot,Plumber,9924
20,V*PL[3]YUS,109.901,Cold,Tester,10963
52,V*LI[4]HOC,  6.929,Cold,Co-ordinator,9302
44,C*ZK[2]UIL, 58.795,Cold,Labourer,9685
47,H*WI[0]SND, 77.457,Cold,Accountant,10154
15,B*ZS[0]SHZ, 66.471,Hot,Plumber,2540
43,W*AM[3]TQZ, 49.737,Hot,Leader,8369
44,Q*GV[2]VUW,111.007,Hot,Labourer,7989
48,F2HU[8]YGL, 66.858,Cold,Cleaner,9119
44,I*YJ[4]NZ, 28.778,Cold,Director,10927
14,D*ZH[4]GOI, 15.389,Cold,Storeman,10647
49,Y*LY[5]QHY, 76.803,Cold,PA,4473
52,S*DV[8]ZYG, 68.523,Cold,Cleaner,3316
42,O*HY[5]JXW, 28.010,Cold,Storeman,10044
28,G*BR[0]UID, 57.617,Cold,Labourer,8027
51,L*TW[6]NKS, 91.755,Cold,PA,8439
48,I*SW[3VAGF, 29.638,Cold,Salesman,5613
25,T*DM[9]EPX, 58.261,Hot,Leader,6220
40,X*NR[6]PDZ,108.869,Cold,Labourer,9923
16,O*EB[7]HNR,106.224,Cold,PA,9351
47,B*XU[5]DMGH,104.421,Cold,Programmer,4443
9,H*JY[2]TLA,  8.104,Cold,Designer,661
49,N*DP[1]XDT, 89.784,Hot,Tester,8535
44,R*UY[2]KNL, 57.800,Cold,Labourer,5043
49,G*OQ[1]DNM, 96.313,Cold,Manager,10917
29,U*QN[8]RCS, 89.325,Cold,Director,9868
44,P*GH[2]PWR, 35.282,Cold,Electrician,10633
52,L*EW[8]NGT, 22.228,Hot,Leader,7420
37,SGFW[6]XTS,  7.398,Cold,Accountant,10901
25,W*LA[9]ZYD, 20.085,Hot,Developer,11055
51,D*GK[7]URI, 45.911,Cold,Salesman,8852
28,P*VK[0]VLB,  9.032,Cold,Director,8619
19,L*OO[7]HDG,111.311,Hot,Director,8786
42,C*DO[8]ULD, 38.769,Cold,Director,3996
52,F*BC[9]QCW, 66.868,Cold,PA,4634
46,W*OSH[8]JZG, 35.026,Cold,Developer,8629
54,k*EC[7]JQC, 35.966,Cold,Plumber,2811
52,E*FJ[4]KPW, 98.420,Cold,Cleaner,11616
38,S*FS[9]TYT, 48.511,Hot,Leader,10380
53,N*EK[4]ZZK, 30.453,Cold,Plumber,10792
40,N*EE[9]JWK, 81.761,Hot,Plumber,1650
7,P*DM[4]ZBU, 78.911,Cold,Co-ordinator,10020
50,T*JH[3]QXL, 47.016,Cold,Programmer,10099
40,M*DM[9]VMS,108.950,Hot,Designer,6525
9,H*JK[5]PUQ,114.925,Cold,Labourer,10983
23,L*VJ[3]MGO, 63.672,Hot,Programmer,9907
51,X*IS[0]FYU, 96.519,Hot,Director,11228
45,Z*PQ[0]NRZ, 53.026,Hot,Tester,9364
34,R*WJ[1]SOB, 28.708,Hot,Storeman,6882
48,E*AE[3]LBA, 24.184,Hot,Storeman,8760
50,N*UT[8]OHV, 71.312,Hot,PA,3233
17,Q*WM[0]RYM,112.622,Cold,Director,8374
53,W*XN[4]DSE, 91.584,Cold,PA,10157
43,I*GH[6]YSJ, 55.195,Cold,Director,4430
49,K*SI[0]SBZ, 78.877,Cold,Electrician,9273
32,D*ZX[1]FAV, 92.103,Hot,Developer,5966
40,L*ST[2]ZJT,  8.721,Cold,Programmer,7961
42,T*QX[3]WEG,110.826,Cold,Accountant,10432
19,P*FX7]XHN, 10.958,Cold,Director,7215
42,O*LE[7]DWF,119.880,Cold,Labourer,399
53,C*YX[5]BEQ,  6.073,Cold,Plumber,9760
52,M*AS[2]XVH, 51.113,Cold,Director,6026
51,W*EP50]VUK, 37.563,Hot,Programmer,2481
8,U*PQ[1]GRD,116.576,Cold,Electrician,8512
30,Q*PY[0]EJY,  4.198,Cold,Developer,10962
32,P*UR[5]PHR, 90.624,Hot,Labourer,1238
45,L*FJ[3]XMA, 85.418,Cold,Developer,9369
7,K*WK[8]REC, 28.596,Cold,Plumber,7517
38,Y*PF[0]VME, 21.428,Cold,Secretary,926
8,T*SK[7dAXT, 29.136,Cold,Director,10556
41,L*TN[6]KMH, 95.363,Cold,Leader,1949
53,G*GC[1]DWU,105.055,Cold,Programmer,11616
53,5*YN[0]WUT,  3.460,Cold,Developer,8649
46,B*IH[9]AZQ, 51.053,Hot,Director,9798
52,W*UT[4]JUY, 18.637,Cold,Labourer,8071
45,M*FY[7]GBZ, 43.818,Cold,Director,5967
47,K*ZG[2]OKA, 58.137,Hot,Electrician,5313
48,H*WT[7]VHB, 10.170,Hot,Designer,8940
46,D*CP[0]YCK, 34.839,Cold,Leader,7610
48,L*DW[7]KUO, 57.527,Cold,Director,11576
43,C*DD[6]VIW, 10.454,Cold,Programmer,8738
53,F*IQ[9]CBV, 62.120,Cold,Director,10290
30,H*SM[1]KTY, 60.747,Cold,Electrician,11324
26,P*EA12]OOO, 56.244,Hot,Co-ordinator,4069
46,M*KQ[9]ZKG, 55.011,Hot,Director,9859
54,H*EL[0]NVR, 78.373,Hot,Electrician,1296
34,P*XI[2]GEU, 84.198,Cold,Accountant,9613
50,Q*AA[7]EUX, 17.811,Hot,Director,11287
23,D*BE[8]BCJ, 17.215,Cold,Labourer,9950
45,Q*EE[4]VML, 15.691,Cold,Programmer,11303
6,P*CA[9]ZFK, 49.520,Cold,Leader,739
44,X*CI[2]TKN, 97.725,Hot,Director,8801
48,B*ZJ[8]OVX, 32.193,Hot,Labourer,9168
45,G*U[8]NMU, 37.956,Cold,Secretary,2312
52,A*VP[7]VYX, 63.473,Hot,Electrician,11546
17,J*ZO[7]TLD,115.144,Cold,Accountant,10141
39,T*DP[5]ITB, 70.128,Cold,Labourer,3697
33,L*PB[8]YAG,103.872,Hot,Storeman,7991
41,R*UH[9]TSJ, 77.123,Cold,Plumber,10369
49,Q*UT[]UZL,  6.496,Hot,Driver,8663
41,M*LI[9]FPH, 54.435,Cold,Co-ordinator,2841
39,E*AF[5]OIP, 23.040,Hot,Director,8881
46,A*YM[0]ADI, 20.781,Cold,Cleaner,1431
54,E*RM[6]QDO, 52.468,Cold,Tester,9234
30,T*vK[9]ZHB,  6.972,Cold,Secretary,8547
29,I*S+[0]DIT, 66.967,Hot,Electrician,5297
44,F*YE[2]TCV, 39.950,Hot,Cleaner,11457
30,TyGL[1]URN, 81.672,Hot,Programmer,8710
47,K*ZP[6]OYC, 41.448,Hot,Leader,10436
53,K*YS[4]YEU,106.281,Cold,Storeman,8483
41,Z*RB[8]ZJQ, 16.683,Cold,Accountant,5464
28,W*CW[4]LZD,102.316,Hot,PA,4711
40,D*EZ[6]TZN,  6.942,Hot,Tester,11598
54,U*QE[2]CtV, 89.174,Hot,Tester,11477
50,S*XZ[3]FDS, 20.593,Cold,Tester,6960
52,Q*BB[9]UAJ,  3.389,Hot,Tester,9461
34,O*ST[5]XLI, 75.023,Cold,Electrician,8883
41,M*WX[3]CQI, 42.691,Cold,Cleaner,9486
46,P*XV[9]WOX, 71.815,Cold,Director,10580
41,O*PY[1]OPO, 62.109,Hot,Plumber,9506
50,X*GH[4]EKG, 26.756,Hot,Electrician,8557
43,R*HA[8]PDL, 88.412,Hot,Programmer,11681
40,E*AY[0]VMO, 49.281,Cold,Salesman,9744
7,W*YR[1]ZEP, 58.054,Hot,Storeman,2835
34,L*HV[4]FBA,102.163,Hot,Programmer,7805
49,G*OL[7]OEY, 41.870,Cold,Developer,6585
20,O*HC[5]JRL,  8.381,Cold,Labourer,5303
42,E*PI[8]GWJ,  9.485,Cold,Electrician,10989
43,A*QG[0]XYN,110.749,Cold,Programmer,10412
49,X*KQ[9]QUA, 20.482,Hot,PA,11930
22,H*WY[9]NJP, 88.874,Cold,Labourer,5470
39,I*MD[3]USC, 32.486,Hot,Storeman,11663
43,F*4QY[8]NNM, 53.178,Hot,Labourer,7560
44,IkRR[0]BDC, 85.852,Cold,Director,9087
7,z*MS[6]QLU, 44.863,Cold,Labourer,9219
16,I*XP[0]HBN,106.639,Cold,Secretary,176
48,U*iV[3]YLQ, 33.394,Cold,Developer,250
53,Z*KI[2]FJU, 97.055,Cold,Labourer,4703
39,O*FK[0]E4I,118.454,Cold,Leader,11643
31,I*OZ[1]IGK, 24.233,Cold,Labourer,9099
17,S*ON[6]ZLQ, 92.747,Cold,Director,6419
16,R*IT[3]VYV, 42.896,Cold,Cleaner,9779
52,W*IO[9]LSF, 92.320,Cold,Electrician,42
23,R*LC[7]VGO, 34.032,Cold,Developer,2467
50,W*XA[6]IIH, 33.188,Cold,Secretary,10027
21,R*SU[6]RIZ, 62.934,Hot,Electrician,4483
49,I*NZ[6]LSL, 74.993,Hot,PA,8094
54,I*cT[7]ZZR, 26.129,Cold,Electrician,2583
50,R*QK[5]ESZ, 31.070,Hot,Tester,11827
47,H*FT[5]UZY,105.556,Cold,Accountant,3717
20,C*XU[6]NRB, 30.768,Cold,Programmer,10051
7,D*JS[0]QXK, 26.886,Hot,Developer,9968
26,T*XR[0]DJI, 29.231,Hot,Leader,8888
28,R*OZ[6]WQL, 10.476,Hot,Labourer,10867
42,N*KK[0]KDJ, 62.286,Cold,Labourer,9389
39,O*AW[9]IRU, 40.271,Cold,Manager,10539
51,X*WI[8]UOB, 90.310,Cold,Secretary,11596
35,O*WW[6]LZH, 53.251,Cold,Plumber,10005
20,H*PY[2]UHZ, 16.167,Hot,Leader,11157
47,F*LF[1]INP, 77.354,Cold,Developer,9822
32,D*JF[8]THX,106.342,Hot,Labourer,9237
40,Z*N[1]FWH,117.666,Cold,Tester,10794
33,L*DZ[4]FYK,120.280,Cold,Driver,4803
8,R*PK[3]OJU,118.972,Hot,Secretary,10811
53,U*QA[5]EUV, 30.974,Cold,Developer,8918
45,V*FD[8]TVP, 64.010,Cold,Programmer,10658
8,A*XU[2]VIC, 34.402,Hot,Plumber,11458
40,W*LS[6]NEC,115.191,Cold,Leader,11427
46,D*WJ[9]KPV, 39.836,Hot,Director,1294
23,M*OU[6]MOX, 82.935,Hot,Salesman,11422
43,M*NA[3]RRX, 99.012,Cold,Manager,9563
32,R*FF[7]OVM,105.289,Cold,PA,9652
54,I*XQ[5]CQK, 57.383,Hot,Developer,11933
37,D*FH[0]NEB, 97.123,Cold,Tester,11078
48,N*OK[8]VKD, 15.984,Cold,Leader,11196
45,K*AK[6]JMY, 49.251,Hot,Cleaner,9291
40,N*QS[7]DGX, 41.464,Hot,Tester,3025
54,M*DP[7]UBW, 68.379,Hot,Labourer,11859
34,X*SP[2]YUQ, 90.175,Cold,Electrician,8047
46,P*IV[3]BAI, 87.246,Hot,Accountant,8844
12,J*PB[4]QFJ,103.870,Cold,Plumber,10434
45,M*GE[8]MSQ,  8.407,Cold,Salesman,8742
44,S*GT[8]RWT, 49.909,Hot,Storeman,8934
54,S*XH[1]BBY, 45.207,Cold,Developer,7408
54,I*MG[2]UJU,118.005,Hot,Salesman,8363
54,Y*RZ[8]RLA, 27.709,Cold,Director,10826
12,F*BF[5]VLW,100.848,Hot,Director,9812
